id,date,retweets,source,author,likes,text,twitter_name,location,verified,followers,friends,polarity,subjectivity
85728965,2020-12-13 17:29:23,0,Twitter for iPhone,Adrienne Riddell,0,A sign of things already here ActOnClimate climate auspol,adrienneriddell,Sydney,False,283,816,0.0,0.0
102283879,2020-12-13 17:27:15,0,Twitter Web App,Current Breaking News Online,0,British PM urges using scientific advances to battle climate change,CBNews_online,United State of America,False,131,10,0.0,0.0
2625963400,2020-12-13 17:21:28,1,Twitter for iPad,Julien S. Halfon,3,How Biden and Kerry could rebuild Americas global climate leadership ClimateAction climatechange environment USA ClimateChange,HalfonJulien,London,False,11748,9729,0.0,0.0
3301926908,2020-12-13 17:20:34,0,Gridpointwx,GridPointWeather,0,A trillion CLIMATE change warning to the stock market from its biggest shareholder GlobalWarming climatechange,gridpointwx,"New York, USA",False,197,58,0.0,0.0
3111226033,2020-12-13 17:20:11,0,weather-globe,Tim Melino,0,A trillion CLIMATE change warning to the stock market from its biggest shareholder GPWX GlobalWarming climatechange,TimMelino,NY,False,11371,9774,0.0,0.0
1291077458008117249,2020-12-13 16:34:22,0,,protontypes,0,Thanks NASAJPL for providing open access datasets for ocean and climate research climatechange sustainable openaccess,protontypes,Germany,False,73,161,0.1,0.35
14398229,2020-12-13 16:32:50,0,Twitter Web App,Baskar Ganapathy,0,This is the best news on Climate I have readStill ways to goI hope we do the right thing post the pandemicAl Gore,BaskarG,"Bangalore, India",False,659,140,0.6428571428571428,0.4178571428571428
1320396103787872258,2020-12-13 16:31:08,0,Twitter Web App,Christine Coomans Ⓥ,2,The sense of urgency on climate has never been higher We are in a serious crisis If humans want to have a planet like the one we have lived on for millions of years we have to adjust We have to change We have to do it nowIt starts with me It starts with you,ChristineCooman,South Africa,False,96,131,-0.04166666666666666,0.5833333333333333
1269630184141062145,2020-12-13 16:00:01,0,TweetDeck,ESG Investor,0,TransportIndustry firms not responding quickly enough to climaterelated transition risks and investor calls to reduce CarbonEmissions says new report by tpinitiative Feat actmatthews RITalking EmmaHowardBoyd and more here,esg_investor,United Kingdom,False,156,198,0.21212121212121213,0.48484848484848486
3030350874,2020-12-13 15:50:03,0,Hootsuite Inc.,Energy Systems Catapult,4,MPs debated a motion on Climate Assembly UK The path to NetZero which needs citizen actionHow do you build the consent needed for the shifts to the economyCitizens JuriesHeatAsAServiceConsumer ProtectionsZeroCarbon amp Desirable,EnergySysCat,Birmingham and Derby,False,6618,4060,0.0,0.0
158657777,2020-12-13 15:43:16,0,Twitter Web App,"Nancy LaPlaca, J.D.",2,Excuse me but NCGovernor DukeEnergy NCWARN SierraClubNC selcorg ThadCulley we need this too Got climate change denial And why is NewRiverLP only 1 clean energyand owned and operated by appstate ZERO solar ZERO energyefficiency can you help ACEEEdc,laplacanancy,"Boone, NC",False,2221,3867,0.10555555555555557,0.5833333333333334
1284066660,2020-12-13 15:31:18,0,Jocial,Social & Political,0,How Many Americans Believe In ClimateChange persuade climatecrisis climate climateemergency,PolyConundrum,Florida & Nova Scotia,False,1543,1193,0.5,0.5
619855057,2020-12-13 15:21:50,6,Twitter Web App,CGTN Africa,12,Climate Change and its Consequences in Africa Professor Chukwumerije Okereke talked to CGTN ClimateAction climate,cgtnafrica,Africa,True,145789,302,0.0,0.0
1146657708042379264,2020-12-13 15:11:31,25,Twitter Web App,Neelam Ahluwalia,27,HemalUchat AneraoKailash India is 5th most vulnerable nation in the world to impacts of climate change Govt should be intensifying efforts to plant more native forests rather than cut our old growth forests our carbon sinks in the name of Progress StopEcocide SaveThanoForest Uttarakhand,nahluwalia20,,False,1243,93,0.1,0.33999999999999997
22653760,2020-12-13 14:59:54,1,Twitter Web App,Fred Bentler,1,Naturebased solutions by people of natureClimate Nature Regeneration,Bentler,Washington,False,15534,13782,0.0,0.0
22653760,2020-12-13 14:58:12,1,Twitter Web App,Fred Bentler,1,Pope to UN Climate Summit Now is time to change directionClimate Policy Stewardship,Bentler,Washington,False,15534,13782,0.0,0.0
62786971,2020-12-13 14:57:03,0,Twitter Web App,TJ Vikneswaran,1,KamalaHarris COVID19 amp climate Change is the biggest long term national security threat we face JoeBiden KamalaHarris Thats wonderful newsonce again be global leaders in the fight against the climate crisis I speak for ALL people when I say thank you for takeaway gold USA,tjvikneswaran,United Kingdom 🗼,False,21,225,0.31666666666666665,0.4666666666666666
22653760,2020-12-13 14:51:18,3,Twitter Web App,Fred Bentler,2,Analyzing Climate Change Using Earth Surface Temperature DataSetClimate BigData Analytics,Bentler,Washington,False,15534,13782,0.0,0.0
22653760,2020-12-13 14:41:03,1,Twitter Web App,Fred Bentler,0,Venus was once more Earthlike but climate change made it uninhabitableClimate Venus Habitat,Bentler,Washington,False,15534,13782,0.5,0.5
22653760,2020-12-13 14:38:58,1,Twitter Web App,Fred Bentler,0,Advent is a time of both waiting and action on climate changeClimate Faith Christmas,Bentler,Washington,False,15534,13782,0.1,0.1
213367093,2020-12-13 14:37:47,0,Twitter for iPad,Safe Climate Campaign,0,What lies before us is the opportunity to build a more just and equitable way of life for all humankind This potential new beginning comes at a rare moment when it may be possible to break the stranglehold of the past over the future algore Climate,safe_climate,"Washington, DC",False,1731,700,0.09805194805194804,0.6042207792207792
42045027,2020-12-13 13:37:18,0,Twitter for iPad,Hammad,0,Al Gore The Biden administration will have the opportunity to restore confidence in America and take on the worsening climate crisis,hammadsarfraz,Pakistan,False,821,1154,0.0,0.0
2444130598,2020-12-13 13:30:03,4,MavSocial App,Maria Lehtman,0,When and artificial intelligence AI IoT could help cut carbon by 15 per cent according to the World Economic Forum wefA netzero economy requires innovative IoT applicationsclimate,LehtmanMaria,Nordics,False,8094,7228,0.03333333333333335,0.7333333333333334
1163808050190225410,2020-12-13 13:20:30,0,Twitter for iPhone,"Sullivan’s Island, SC Conservation",1,Charleston area lost more than 10000 acres of tree cover since 1992 making flo postandcourierCautionary tale sullivansisland maritimeforest flooding climate change sealevelrise,ScSullivans,"Sullivan's Island, SC",False,48,138,0.5,0.5
15177954,2020-12-13 13:14:27,7,Twitter Web App,Duroyan Fertl,17,A 2 degrees hotter world is a death sentence for many countries Govts amp corporations must take their climate responsibilities seriously to start drastically reducing emissions right now FightFor1Point5 ClimateChange ClimateEmergency ClimateJustice,dfertl,Cóbanhávan,False,2044,4991,0.15079365079365079,0.5674603174603173
95468980,2020-12-13 13:02:04,24,Twitter for iPhone,Paul Beckwith,56,The cold icy snowy Arctic is no more Abrupt climate system change has replaced it with a warm humid rainier place Watch my Arctic Report Card 2020 videosclimatechange climateemergency USA UK weather,PaulHBeckwith,"Ottawa, ON",False,21472,23602,-0.095,0.64
2184934963,2020-12-13 12:06:25,1,Twitter Web App,GO GREEN,12,Remember its not just GovtsIts people with latest research showing that after COVID people going to ratchet up consumption and flying to make up for COVID lockdown completely ignoring climate changeIf people will not act its no wonder Govts make empty promises on climate,ECOWARRIORSS,,False,23170,20147,0.16666666666666666,0.6
52081903,2020-12-13 11:31:26,0,Twitter for iPhone,Ron Ivey,0,WFPChief David Beasley amp Frmr GOP governor of SC If you dont believe climate change is real come with me to the Sahel The poor are getting the brunt of the damage amp dont have time for your debates climate famine bbc hardtalk ClimateAction,ronivey,"Paris, France",False,694,1262,-0.1,0.45
1270014122487361537,2020-12-13 11:21:15,0,Twitter Web App,Maraaz.Com,0,Emergency call on climate change from Guterres United Nations SecretaryGeneral Antonio Guterres in his speech at the climate change summit For world leaders to take action to avoid global warming He said they should declare a climate emergency,Maraazcom,Global,False,58,128,0.05,0.05
19609660,2020-12-13 11:14:34,0,Twitter Web App,"Tom Gillispie, EDITOR/WRITER",0,climatechange Links to CLIMATE CHANGE climate change DonaldTrump JoeBiden,EDITORatWORK,"Rural Hall, North Carolina, USA",False,4178,3688,0.0,0.0
977340816,2020-12-13 10:48:38,0,Twitter for iPad,Annette Hakiel,0,CrowtherLab s tree map and JLehmannCornell s soils revealed map are good places to look for mapping potential opportunity for positive change in lifeonland amp climate ProjectDrawdown release yr agroecological zone mapsmoremaps where do we start,AnulaDula,A water planet,False,297,406,0.3090909090909091,0.7151515151515152
900698123575709696,2020-12-13 10:45:38,0,Twitter for iPhone,ωind,0,Climate change is fact,SadiKemalAlimA,Istanbul,False,4627,3682,0.0,0.0
116729780,2020-12-13 10:31:22,1,SocialPilot.co,Friends of Europe,3,THURSDAY Dont miss our FoEDebate at 1000 CET in partnership with eni on the importance of a new energy system to avert a climate catastrophe Mark your calendars,FriendsofEurope,"Brussels, Belgium",False,39452,1176,0.13636363636363635,0.45454545454545453
121156279,2020-12-13 10:30:00,0,TweetDeck,SSF,1,A Race Against Time to Rescue a Reef From ClimateChange coral coralreef OceanProtocol oceanex environmentaljustice climate environmental ClimateTwitter cleanseas cleanwater,ssgovforum,"Washington, D.C.",False,4292,4998,0.0,0.0
1254999326125780992,2020-12-13 10:09:09,1,Twitter Web App,🌊 🕵🏼💼 ⚡►Terry Harper◄⚡,1,UN SecretaryGeneral Antnio Guterres must use electric powered limousines to get around Otherwise he is a hypocrite People will just ignore his calls for action on climate change Do as I say not as I do will not work,TerryxHarper,"Brisbane, Queensland",False,13464,13162,0.1,0.1
14419031,2020-12-13 10:03:33,0,Twitter Web App,Frank Jordans,1,Like any climate meeting it was never going to please everyone But the mood from world leaders and environmental campaigners was positive yesterday after countries raised their emissions goals and Biden pledged to rejoin the Paris accord,wirereporter,Berlin,True,8598,10001,0.22727272727272727,0.5454545454545454
590788952,2020-12-13 09:40:40,0,Twitter for iPhone,Robert Pujol i Vives,0,Only the begining Are Hurricanes Creating Climate Refugees In The Caribbean By Forbes,rpujolvives,Catalunya,False,1345,1633,0.0,1.0
27937612,2020-12-13 09:20:43,0,Hootsuite Inc.,Lucy P. Marcus,0,Former UN Climate Chief Christiana Figueres On The Women Fighting Global Warming Also how women are disproportionately affected by the climate crisis and why they need to be better represented at the tables where decisions are being made climate,lucymarcus,UK,True,27478,595,0.16666666666666666,0.16666666666666666
242917313,2020-12-13 09:00:57,0,Twitter for Android,Masood Ehsan Bhatti,3,WE are at a critical moment for the futureofourplanet Temperatures are rising floodwaters are spreading and crops are failing Pakistan remains the fifthmost vulnerable country in the world to climate change despite only contributing one per cent of globalemissions,Masood_Ehsan,Lahore - Pakistan ,False,276,158,-0.16666666666666666,0.7666666666666666
1313858394558738433,2020-12-13 07:11:01,0,Twitter Web App,Emily,3,In boost to climate action Britain to stop backing overseas oil and gas projectsClimateAction ClimateChangeclimate,Emily78655986,,False,359,1323,0.1,0.1
834296869043859457,2020-12-13 07:00:06,1,Hootsuite Inc.,The ASEAN Post,4,We wont solve climate change without involvement from the private sector the most influential leaders in the private sector must be at the table and engaged in the process of finding solutions RisingSea Floods Sinking ASEAN,theaseanpost,Kuala Lumpur,False,3543,427,0.16666666666666666,0.4166666666666667
3213383842,2020-12-13 06:40:16,0,Twitter for Android,Meera Bhardwaj,1,PM has said India is on track and will exceed Paris Agreement Targetsmoefcc ParisAgreement carbon ClimateAmbitionSummit ClimateAction climate,wildmeera,"Bengaluru South, India",False,147,77,0.0,0.0
54306976,2020-12-13 06:40:09,1,Twitter for iPad,Mike Sparrow,8,Climate change 700year history of wind recorded in island mud subantarctic southernocean climate SDG13,DrMikeSparrow,"Geneva, Switzerland",False,4861,3887,0.0,0.0
22828899,2020-12-13 06:08:07,2,method41-to-twitter,method41,1,Climate Change Requires Human Change By Proxy We can no longer rely on the whims of human morality to adapt to the change nature continually throws our way We must change the human Adaptability Evolution Sustainability,realmethod41,U.S.A.,False,11616,0,0.0,0.10000000000000002
783214744463257600,2020-12-13 05:12:48,0,Twitter Media Studio,Arirang News,0,RESPONDING TO CLIMATE CHANGEMoon vows efforts to present higher targets to reduce greenhouse gas emissionsSouthKorea CLIMATE CHANGE,arirangtvnews,대한민국 서울,True,9154,14,0.125,0.25
267021554,2020-12-13 05:03:01,0,Twitter Web App,Panta Nava Raj,2,Mountains and rivers green are mountains of silver and gold Xi Jinping Climate Change,nepalherald,"Kathmandu, Nepal",False,6477,7007,-0.2,0.3
183230503,2020-12-13 04:44:44,0,Twitter Web App,#PHC-DIGITAL Design,0,Environment New CARICOMorgEU project will tackle climate change and its health impacts in the Caribbean bahamasweekly HealthCaribbean,PH_AEDD,"Kingston, Jamaica",False,3950,4026,0.13636363636363635,0.45454545454545453
19135654,2020-12-13 04:06:01,3,Twitter Web App,Bill Teng 🧢,2,This increase in evaporative demanddriven primarily by rising air temperatures spurred by climate changewill significantly boost the risk of extreme wildfires ClimateChange ClimateCrisis climate,dragonabs1,"MD, USA",False,723,1751,0.21666666666666667,0.7916666666666666
3290005917,2020-12-13 02:32:15,0,The Social Jukebox,CLIME-IT Solutions,0,10 Indicators that Show How We KNOW Were Altering the Climate climatechangeisreal,CLIME_IT,Worldwide,False,5211,5153,0.0,0.0
24665440,2020-12-13 02:17:07,3,Twitter for iPad,Rishi Suri,20,Is News Media Doing Enough To Change The ClimateCrisis Narrative Heres why the climate story must move beyond rich vs poor narrative writes bahardutt BDUTT ClimateChange ClimateAction,rishi_suri,"Delhi, India",True,9749,4460,-0.00833333333333334,0.6166666666666667
27755161,2020-12-13 01:48:46,0,Instagram,Damicratic One,1,Paris city hall was lit up green to celebrate the fifth anniversary of the Paris Agreement on climate change Source abcnews paris climate climatechange parisclimateagreement anniversary green lights,unitedDAMIcrats,New York/Nigeria,False,319,677,-0.2,0.3
198107364,2020-12-13 01:26:26,1,Twitter Web App,The Ritz Herald,1,Clorox Signs America Is All In Statement in Support of Action on Climate Changeclorox americaisallin wearestillin climate environment climatechange climateaction nyc,RitzHerald,"New York, NY",False,2567,286,0.1,0.1
1087124954,2020-12-13 01:00:33,0,SocialOomph,Rivera Sun,0,Imagine that one generation can change the course of humanityClimate,RiveraSunAuthor,"Taos, New Mexico, USA",False,24933,27343,0.0,0.0
304871590,2020-12-13 00:11:12,1,Twitter Web App,Reference Group 🎀,1,HolySee and Climate Change GibsonWrites joshjmac murpharoo AlboMP Pontifexes UN,Smartcairns11,Australia,False,1395,5002,0.0,0.0
3669231686,2020-12-13 00:08:18,0,Twitter Web App,Akarnious,0,CLIMATE QUESTION Is this Part of a Double Down Program to scare people into Climate Action by Deliberately DISTORTING arenas Heatwave study to investigate warming climates effect on workers,Akarnious,,False,1874,2219,-0.018518518518518528,0.12962962962962965
259873788,2020-12-12 23:45:03,5,Hootsuite Inc.,Moms #ClimateActionNow,7,Children disproportionately bear the burden of climate changes health effects Samantha Ahdoot MD FAAP,CleanAirMoms,United States,True,28219,20340,0.0,0.0
1119830151917760512,2020-12-12 23:24:52,0,Twitter Web App,Extinction Rebellion PDX,3,Privilege allows govts and corporations to think of the climatecrisis as a PR opportunity Being a true leader on climate means taking action to drastically reduce emissions vanessavash,XR_PDX,"Portland, Oregon, USA",False,1600,969,0.22499999999999998,0.375
87985449,2020-12-12 23:18:05,0,Khoros Marketing,NatureConservancy WA,5,We often think about forests as the climate solution heroes that remove carbon dioxide from the atmosphere However did you know that marine ecosystems like estuaries can store carbon too Learn more about our efforts to tackle climate change in WA,Conserve_WA,Seattle,False,9594,2113,0.5,0.5
3325632680,2020-12-12 23:11:59,0,Twitter for Android,Prof. Navin Kumar,1,JoeBiden It should have been done quite early because USA and other western countries have been the biggest culprits for climate change Only USA has been responsible for 25 of historical emissions of CO2ClimateChange ClimateAction,navin4nation,India,False,919,810,0.02916666666666667,0.37083333333333335
3325632680,2020-12-12 23:09:20,0,Twitter for Android,Prof. Navin Kumar,1,Rich39680421 JoeBiden USA and other western countries have been the biggest culprits for climate change Only USA has been responsible for 25 of historical emissions of CO2ClimateChange,navin4nation,India,False,919,810,0.015000000000000003,0.385
3301926908,2020-12-12 22:50:31,1,Gridpointwx,GridPointWeather,0,UN SecretaryGeneral says countries arenamp039t doing enough to combat CLIMATE change GlobalWarming climatechange,gridpointwx,"New York, USA",False,197,58,0.0,0.5
3111226033,2020-12-12 22:50:06,1,weather-globe,Tim Melino,0,UN SecretaryGeneral says countries arenamp039t doing enough to combat CLIMATE change GPWX GlobalWarming climatechange,TimMelino,NY,False,11371,9774,0.0,0.5
1325185541621444608,2020-12-12 22:34:53,0,Twitter for iPhone,Unaffiliated,0,JoeBiden All while China continues to not follow any of the crap you idiots spew Hey you can continue to blame realDonaldTrump for all of it at least This will never work climate change is a joke,Unaffil67562331,,False,1,44,-0.6333333333333334,0.6666666666666666
1174668954469449728,2020-12-12 22:19:22,0,Twitter for Android,PuriMango,0,One reason ScottMorrisonMP is excluded from climate change talks AustralianLabor,MangoPuri,,False,6,13,0.0,0.0
19609660,2020-12-12 21:53:25,0,Twitter Web App,"Tom Gillispie, EDITOR/WRITER",1,environment Links to the ENVIRONMENT climate change consumerism ecology,EDITORatWORK,"Rural Hall, North Carolina, USA",False,4178,3688,0.0,0.0
213367093,2020-12-12 21:25:20,0,Twitter for iPad,Safe Climate Campaign,0,The success or failure of this experiment could determine whether communities around the world start using a new tool that marries nature and finance to protect against the effects of climate change catrineinhorn cflavCleanerCars stop pollution,safe_climate,"Washington, DC",False,1731,700,0.03989898989898988,0.2515151515151515
73459191,2020-12-12 21:20:56,0,Tweet Old Post,Peter Keates,0,This is how Denmark protects its cities against climate change Climate Change Cities,peterkeates,"Bordeaux, France",False,4633,2380,0.0,0.0
311484788,2020-12-12 20:46:25,0,Twitter Web App,"say it straight, i.e. one strong woman",1,Climate Science Climate Change Banks are major source of problem and solution Climate ClimateChange BanksDivest,bluwndzdancing,,False,637,1689,0.0625,0.5
14627081,2020-12-12 20:40:03,0,Hootsuite Inc.,Ron Immink,0,The challenge of climate change,ronimmink,"Malaga, Spain",False,7721,7189,0.0,0.0
1127261726544736261,2020-12-12 20:26:49,3,Twitter Web App,Andy Brooke,4,Behold Bringing You Good Tidings of Great Carbon Joy WITH ONE NOTABLE EXCEPT it isnt the Star of Wonder over Bethlehem they follow BUT another star this one over Rideau Cottagebrianlilley TheTorontoSun CarbonTax climate cdnpoli,AndyBrookeLmstn,"Kingston, Ontario",False,4837,4904,0.7,0.5125
3301926908,2020-12-12 20:05:41,0,Gridpointwx,GridPointWeather,0,Al Gore There Is Hope Against CLIMATE Change America Must Lead GlobalWarming climatechange,gridpointwx,"New York, USA",False,197,58,0.0,0.0
3111226033,2020-12-12 20:05:12,0,weather-globe,Tim Melino,0,Al Gore There Is Hope Against CLIMATE Change America Must Lead GPWX GlobalWarming climatechange,TimMelino,NY,False,11371,9774,0.0,0.0
174556055,2020-12-12 20:00:20,0,Twitter for iPad,Dr Ken Hudson,0,The US is a mess but Australia needs to transform both its climate change policy and treatment of asylum seekers Now,drkenhudson,Sydney,False,976,1846,-0.175,0.175
174556055,2020-12-12 19:57:55,0,Twitter for iPad,Dr Ken Hudson,0,Lets encourage every CEO to make a climate change speech to their customers employees and shareholders,drkenhudson,Sydney,False,976,1846,0.0,0.0
368645004,2020-12-12 19:45:45,0,Twitter for iPhone,Fiona Reynolds,0,No climate emergency in Australia apparently esg,Fireynolds,London,False,3273,1198,0.05,0.35
92640888,2020-12-12 19:06:00,0,TweetDeck,J.G. Follansbee,0,If the pandemic has a silver lining this is it climate science COVID19,Joe_Follansbee,"Seattle, Wash., USA",False,1759,1313,0.0,0.0
53953890,2020-12-12 18:36:18,2,Twitter Web App,"Sébastien Bonnotte, Accellance",2,Linkedin Influencers BigIdeas2021 including covid workplace business tech resilience leaders climate communication women community startups future inclusion EU edtech sustainability digital Science regulation Entrepreneurship and more,sbonnotte,"France, Africa & more",False,47,1157,0.16666666666666666,0.20833333333333334
3301926908,2020-12-12 18:35:37,1,Gridpointwx,GridPointWeather,0,Urban wood movement aims to fight CLIMATE change and create jobs GlobalWarming climatechange,gridpointwx,"New York, USA",False,197,58,0.0,0.0
3111226033,2020-12-12 18:35:12,0,weather-globe,Tim Melino,0,Urban wood movement aims to fight CLIMATE change and create jobs GPWX GlobalWarming climatechange,TimMelino,NY,False,11371,9774,0.0,0.0
256898543,2020-12-12 18:33:35,0,Twitter for Android,Tahir Merali,0,Hey Youngprofessionals interested in discussing space and its relationship to Social Responsibility and Climate Change on the global stage Check this IAFYPP opportunity out,kulfispace,"Calgary, Alberta, Canada",False,1308,2671,0.09444444444444444,0.18888888888888888
2323745442,2020-12-12 18:29:51,0,Twitter for iPhone,CIPPSPORT,0,USA return Paris Agreement on climate change with BIDEN administration Great for our earth Great for the new revolution energetic HYDROGEN GREAT for PlugPowerInc and new partner GaussinGroup Be in the train of change gaussin plugpower hydrogen climate paris,CIPPSPORT,,False,52,213,0.5287878787878787,0.6098484848484849
1476943033,2020-12-12 18:17:36,0,Twitter Web App,Nasir Iqbal,5,Energy Poverty and Climate Change lead to Health povertyPIDEpk PPAFofficial PASPtweets bisppakistan,drniqbal,"Islamabad, Pakistan",False,841,592,0.0,0.0
121156279,2020-12-12 18:15:00,4,TweetDeck,SSF,3,Hotter Planet Already Poses Fatal Risks Health Experts Warn TOPICS globalhealth globalgoals ClimateAction climatechange ClimateDialogues climate,ssgovforum,"Washington, D.C.",False,4292,4998,0.0,0.0
3301926908,2020-12-12 18:05:25,0,Gridpointwx,GridPointWeather,1,Boris Johnson on CLIMATE change mungbean munching and creating jobs GlobalWarming climatechange,gridpointwx,"New York, USA",False,197,58,0.0,0.0
3111226033,2020-12-12 18:04:58,0,weather-globe,Tim Melino,0,Boris Johnson on CLIMATE change mungbean munching and creating jobs GPWX GlobalWarming climatechange,TimMelino,NY,False,11371,9774,0.0,0.0
866450564791586817,2020-12-12 18:00:00,0,Twitter Web App,houstonsierraclub,2,According to a report done by the IUCN Climate change now top threat to natural World Heritage particularly for the 83 sites that are threatened IUCNPA UNESCO IUCN climatechange ClimateAction climate ClimateCrisis conservation nature IUCN,hrgsierraclub,,False,162,107,0.25555555555555554,0.41111111111111115
501014878,2020-12-12 17:40:03,0,Hootsuite Inc.,Loiseleux Anne,0,Many new announcements on climate change will help to set a new momentum for transport decarbonization Indeed the 700billioneuros EU Recovery Plan for European countries which will be the primary financial vehicle to support the EU Green Deal,anneloiseleux,,False,5311,4350,0.13896103896103898,0.3155844155844156
727316106843574272,2020-12-12 17:38:14,0,Twitter Web App,Caribbean disaster,0,Speech of Honble Foreign Minister Climate Dialogue on Young People Leading Coastal Resilience to Climate Change amp Launching Ceremony of Coastal Youth Action Hub,BagalueSunab,Jamaica- Trinidad &Tobago,False,2979,3823,0.025000000000000005,0.20833333333333334
610076827,2020-12-12 17:27:01,0,Twitter Web App,Chris Fox,1,As leaders fete Paris climate pact JoeBiden pledges to rejoin US representatives at Summit include Democratic Michigan Governor Gretchen Whitmer Republican Massachusetts Governor Charlie Baker amp US business leader Apple CEO Tim Cook AP,ChristopherNFox,"Boston, MA",False,18436,15221,0.0,0.0
16548855,2020-12-12 17:24:34,13,Twitter Web App,John Lundin 🌊,51,Two pandemics the Covid virus and climate changeBoth eliciting the same response too little too late,johnlundin,"La Sierra Nevada, Colombia",False,70535,70345,-0.1625,0.4083333333333334
610076827,2020-12-12 17:19:32,1,Twitter Web App,Chris Fox,4,New Biden climate statement Well listen to amp engage closely with the activists including young people who have continued to sound the alarm amp demand change from those in power we have before us an enormous economic opportunity to create jobs amp prosperity at home,ChristopherNFox,"Boston, MA",False,18436,15221,0.1672727272727273,0.4709090909090909
1275065517053636611,2020-12-12 17:17:19,0,Twitter Web App,"Susana Hancock; but Dr, to you, Joseph Epstein/WSJ",0,5 years on from ParisAgreement and were on track to pass 15C this decade Its not the time for goals its the time for action Now or never ClimateEmergency ClimateCrisis climate Paris,SusanaHancock_,Pale Blue Dot,False,651,958,0.1,0.1
3010575048,2020-12-12 17:07:01,9,Buffer,CCL Salt Lake City,8,Our leaders here in Utah are signaling their readiness to work on climate change Josh Epperly SenatorRomney RepJohnCurtis SenMikeLee RepChrisStewart ElectBlakeMoore BurgessOwens SpencerJCox utpol utleg,CCLsaltlake,"Salt Lake City, UT",False,1442,1195,0.0,0.0
3233237771,2020-12-12 17:03:12,3,Twitter for Android,Glow Initiative for Economic Empowerment,7,Did you Know ClimateChange is affecting our food food sustainability has become a new issue because climate change is affecting food security and damaging the soilThe sad part is that rural farmers are worst hit but they blame the change theyTHREAD,GlowInitiative,Nigeria,False,136,120,-0.34090909090909094,0.6136363636363636
1166015255073316864,2020-12-12 16:51:49,0,Twitter Web App,Fridays For Future - Indigenous Peoples,0,How Indigenous Communities Are Adapting To Climate Change Insights From The ClimateReady Tribes Initiative Health Affairs Journal,FFF_Indigenous,Mother Earth,False,583,845,0.0,0.0
15088481,2020-12-12 16:44:29,132,Buffer,Mike Hudema,217,Every hour a garbage truck of plastic is dumped into the seas We catch seafood equivalent to the weight of China every year We need to change course Theres no time to waste Theres no planet B GreenNewDealActOnClimate climate energy useless wasteless go100re,MikeHudema,Unceded Squamish Territory,True,131297,38839,-0.35,0.1
4459036341,2020-12-12 16:35:54,0,Twitter for iPhone,BCCF,0,Were so close to the point of no return Time for the ultimate climate leadership to avert further drought cyclones famine floods ClimateEmergency,bedsccf,"Bedfordshire, England",False,474,747,0.0,0.75
27937612,2020-12-12 16:32:44,3,Twitter Web App,Lucy P. Marcus,0,French bluechips back climate risk disclosure code All 40 companies on the benchmark index endorsed the code developed by the international Task Force on Climaterelated Financial Disclosures TCFD climate,lucymarcus,UK,True,27478,595,0.02,0.06
1498928005,2020-12-12 16:26:15,2,Twitter Web App,Gunther Fehlinger,2,We will save the world with Climate Change but have no time nor money nor attention for refugees in Bosnia and Syria no time for Visa Liberalisation for Kosovo and no money for Ukraine EU integration and the refugees on Lesbos we do not care But for climate we have a trillion,GunterFehlinger,"Austria, Ukraine and Kosovo",False,2726,5000,0.0,0.0
22653760,2020-12-12 16:24:54,2,Twitter Web App,Fred Bentler,3,An Atlas Reveals Climate Change Is Pushing Birds Further NorthClimate Ecology Birds,Bentler,Washington,False,15534,13782,0.0,0.5
22653760,2020-12-12 16:24:09,1,Twitter Web App,Fred Bentler,1,Hunger rising in mountain regions due to biodiversity loss climate changeClimate Ecology Food,Bentler,Washington,False,15534,13782,-0.125,0.375
482577233,2020-12-12 16:18:36,0,Twitter for iPhone,Betty Lea,1,Tell Vilsack he must meet Bidens challenge for transformational change sustainable land management distribution of resources and access to land food security protection of human and ecosystem health and climate transition46 organic USDA,Betty_Lea,"Florida, USA",False,541,1193,0.0,0.1
22653760,2020-12-12 16:17:28,1,Twitter Web App,Fred Bentler,0,Murkowski must work to address climate changeClimate Alaska Flooding,Bentler,Washington,False,15534,13782,0.0,0.0
399280620,2020-12-12 16:15:01,0,Twitter Web App,James Blake,0,Totally agree with antonioguterres the time to declare a climate emergency is now climate emergency,JamesMBlake68,New York,False,783,3766,0.0,0.75
22653760,2020-12-12 16:14:50,1,Twitter Web App,Fred Bentler,0,COVIDs Tough But Climate Change Is The Bigger ThreatClimate Covid19 Transition,Bentler,Washington,False,15534,13782,-0.19444444444444445,0.6666666666666667
266237186,2020-12-12 16:14:02,0,Buffer,Eco Diva Nomi,0,Climate change battle draws close to home renewableenergy climatechange climate,EcoDivaNomi,Canada,False,450,548,0.0,0.0
22653760,2020-12-12 16:09:58,1,Twitter Web App,Fred Bentler,1,Tampa Bay TimesClimate change is a national security threat and economic opportunity for FloridaClimate Florida Economics,Bentler,Washington,False,15534,13782,0.2,0.2
14782635,2020-12-12 16:01:36,6,Twitter Web App,Terri Hansen 🌏 Indigenous,9,Arctic ice and snow can almost entirely black out the water beneath it but with climate change melting it more light is flooding in to the Arctic Ocean introducing new species,TerriHansen,Mask up. Save lives.,True,14348,9699,0.21742424242424244,0.521969696969697
98201361,2020-12-12 15:59:53,0,Twitter Web App,GreenIsTweet,0,Climate Change The Fight To Stay Below 15C globalwarming 400ppm carbon pollution environment,GreenIsTweet,USA,False,9962,7690,0.0,0.0
